Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Acton,-35.2852323,149.1129681,Group Seven Espresso,-35.28186438585285,149.12463861252849,Coffee Shop
Acton,-35.2852323,149.1129681,Llewellyn Hall,-35.28060394098876,149.12344201033173,Concert Hall
Acton,-35.2852323,149.1129681,Two Before Ten,-35.27975337660723,149.12622928619385,Café
Acton,-35.2852323,149.1129681,Harvest,-35.278223,149.126675,Coffee Shop
Acton,-35.2852323,149.1129681,Mezzalira Ristorante,-35.27930776036863,149.12774819224128,Italian Restaurant
Acton,-35.2852323,149.1129681,Palace Electric Cinema,-35.28501393891589,149.12313456565843,Multiplex
Acton,-35.2852323,149.1129681,The Cupping Room,-35.280471715528144,149.12610648638585,Coffee Shop
Acton,-35.2852323,149.1129681,Commonwealth Park,-35.28889224778605,149.13146495819092,Park
Acton,-35.2852323,149.1129681,Bar Rochford,-35.27925,149.1282,Wine Bar
Acton,-35.2852323,149.1129681,Ovolo Nishi,-35.2850695488735,149.12274777889252,Hotel
Acton,-35.2852323,149.1129681,Impact Comics,-35.27840533085837,149.13202386395545,Comic Shop
Acton,-35.2852323,149.1129681,Brew Nation,-35.27868,149.12983,Beer Bar
Acton,-35.2852323,149.1129681,Močan and Green Grout,-35.284577558296746,149.12502859283262,Café
Acton,-35.2852323,149.1129681,Guzman Y Gomez,-35.27861826668675,149.13317527116396,Mexican Restaurant
Acton,-35.2852323,149.1129681,Australian National Botanic Gardens,-35.2791902825526,149.10943865776062,Botanical Garden
Acton,-35.2852323,149.1129681,Hippo Co.,-35.278382054145304,149.13176799154752,Whisky Bar
Acton,-35.2852323,149.1129681,Mingle Espresso,-35.28236184817262,149.13225472296946,Coffee Shop
Acton,-35.2852323,149.1129681,Kinn Thai,-35.27778753064333,149.13260757923126,Thai Restaurant
Acton,-35.2852323,149.1129681,Grill'd,-35.278091752706295,149.13283043779225,Burger Joint
Acton,-35.2852323,149.1129681,The Museum Cafe,-35.29296605910659,149.12171684920716,Café
Acton,-35.2852323,149.1129681,Lennox Gardens,-35.297837369036536,149.12275700001138,Park
Acton,-35.2852323,149.1129681,Iori Japanese Restaurant,-35.27889920949763,149.13055414863518,Japanese Restaurant
Acton,-35.2852323,149.1129681,Akiba,-35.27774845186362,149.13134083887,Asian Restaurant
Acton,-35.2852323,149.1129681,Blue Olive Cafe,-35.27829925223751,149.1283169211889,Café
Acton,-35.2852323,149.1129681,Koko Black,-35.27799510939021,149.132741689682,Chocolate Shop
Acton,-35.2852323,149.1129681,Temporada,-35.2760893647487,149.12825395278512,Tapas Restaurant
Acton,-35.2852323,149.1129681,QT Lounge,-35.283982,149.125324,Lounge
Acton,-35.2852323,149.1129681,National Museum of Australia,-35.29279114869303,149.1211737329443,History Museum
Acton,-35.2852323,149.1129681,The Glass House Cafe,-35.281791,149.1338667,Café
Acton,-35.2852323,149.1129681,T2,-35.280025948280574,149.13394397654997,Food & Drink Shop
Acton,-35.2852323,149.1129681,The Highball Express,-35.278480380707414,149.12853700338806,Cocktail Bar
Acton,-35.2852323,149.1129681,Cocorea,-35.27826531139629,149.13159370422363,Korean Restaurant
Acton,-35.2852323,149.1129681,Monster Kitchen and Bar,-35.28512248295839,149.12254705910743,Hotel Bar
Acton,-35.2852323,149.1129681,Spicy Ginger Café,-35.27728111324609,149.12527314364428,Chinese Restaurant
Acton,-35.2852323,149.1129681,National Library of Australia,-35.296504,149.129522,Library
Acton,-35.2852323,149.1129681,Bistro Nguyen's,-35.2784834741787,149.12887031364582,Vietnamese Restaurant
Acton,-35.2852323,149.1129681,Courgette,-35.27629696579478,149.12645294399857,Restaurant
Acton,-35.2852323,149.1129681,Tonic Espresso,-35.27759922030009,149.13046181201935,Coffee Shop
Acton,-35.2852323,149.1129681,Garema Place,-35.27840110527662,149.13183510303497,Plaza
Acton,-35.2852323,149.1129681,National Film & Sound Archive,-35.28313128783348,149.12114258170274,History Museum
Acton,-35.2852323,149.1129681,The Gods Café,-35.28282664148573,149.1196449162664,Coffee Shop
Acton,-35.2852323,149.1129681,Bicicletta,-35.284662203820375,149.1238787088419,Italian Restaurant
Acton,-35.2852323,149.1129681,Fitness First,-35.27751645125956,149.13276314735413,Gym
Acton,-35.2852323,149.1129681,Kokomo's,-35.27748,149.13191,Tiki Bar
Acton,-35.2852323,149.1129681,Hyatt Hotel Canberra - A Park Hyatt Hotel,-35.29927454265325,149.12431560779368,Hotel
Acton,-35.2852323,149.1129681,Smith's Alternative Bookshop,-35.278426087307224,149.12870844307903,Bookstore
Acton,-35.2852323,149.1129681,QT Canberra,-35.28377008305669,149.12589385853963,Hotel
Acton,-35.2852323,149.1129681,Capitol Bar & Grill,-35.284021884331764,149.12506099936968,Australian Restaurant
Acton,-35.2852323,149.1129681,iPho,-35.278190544637106,149.13186868997437,Vietnamese Restaurant
Acton,-35.2852323,149.1129681,The Games Capital,-35.27827645920961,149.13242977751875,Toy / Game Store
Acton,-35.2852323,149.1129681,mookie,-35.27695344402519,149.13201212882996,Burger Joint
Acton,-35.2852323,149.1129681,Subway,-35.28035912462885,149.133117441225,Sandwich Place
Acton,-35.2852323,149.1129681,Blu Ginger,-35.2773463,149.1319617,Indian Restaurant
Acton,-35.2852323,149.1129681,Novotel Canberra,-35.27763210620895,149.12895977497098,Hotel
Acton,-35.2852323,149.1129681,Soi Noodle Bar,-35.278487412446474,149.13301413983157,Noodle House
Acton,-35.2852323,149.1129681,Peppers Gallery Hotel,-35.284487747324654,149.12375757577354,Hotel
Acton,-35.2852323,149.1129681,Sushi Sushi,-35.278472701720844,149.13319595663614,Sushi Restaurant
Acton,-35.2852323,149.1129681,Lucky's,-35.2837452534682,149.12502566655883,Speakeasy
Acton,-35.2852323,149.1129681,The Fish Shack,-35.27904945651146,149.13321007569843,Fish & Chips Shop
Acton,-35.2852323,149.1129681,Canberra Theatre Centre,-35.28125728546606,149.13073181865337,Theater
Acton,-35.2852323,149.1129681,Subway,-35.27875110067717,149.12688903596234,Sandwich Place
Acton,-35.2852323,149.1129681,David Jones,-35.27979480145621,149.1323925548669,Department Store
Acton,-35.2852323,149.1129681,SPAR Supermarket & Bottlemart,-35.27882498123941,149.12565529346466,Grocery Store
Acton,-35.2852323,149.1129681,Canberra and Region Visitors Centre,-35.2902058483532,149.13060665130615,Tourist Information Center
Acton,-35.2852323,149.1129681,Bookplate Cafe,-35.29671442467715,149.12970006465912,Café
Acton,-35.2852323,149.1129681,Happy's Chinese Restaurant,-35.27835553158764,149.13182710880943,Chinese Restaurant
Acton,-35.2852323,149.1129681,The Golden Drum,-35.27916192356728,149.12447259099503,Dim Sum Restaurant
Acton,-35.2852323,149.1129681,Via Dolce,-35.27831832112682,149.13265854120255,Café
Acton,-35.2852323,149.1129681,Merry-Go-Round,-35.27954682307939,149.13195420307673,Theme Park Ride / Attraction
Acton,-35.2852323,149.1129681,Briscola,-35.278506609258514,149.12833750247955,Italian Restaurant
Acton,-35.2852323,149.1129681,Mr Shabu Shabu,-35.27676348469213,149.12598636761868,Japanese Restaurant
Acton,-35.2852323,149.1129681,Red Chilli Sichuan Restaurant,-35.278284,149.128641,Szechuan Restaurant
Acton,-35.2852323,149.1129681,Apple Canberra,-35.2802271,149.1332559,Electronics Store
Acton,-35.2852323,149.1129681,Oliver Brown,-35.2782339485478,149.13248515765397,Café
Acton,-35.2852323,149.1129681,Canberra Olympic Pool & Health Club,-35.28511421763708,149.1319183093676,Pool
Acton,-35.2852323,149.1129681,Avenue Hotel,-35.27488885341336,149.1304188966751,Hotel
Acton,-35.2852323,149.1129681,Stage 88,-35.28852561185354,149.13125109178375,Music Venue
Acton,-35.2852323,149.1129681,Lemon Grass Thai Restaurant,-35.279319,149.12807,Thai Restaurant
Acton,-35.2852323,149.1129681,Rice Tapas Bar and Restaurant,-35.27849,149.13228,Thai Restaurant
Acton,-35.2852323,149.1129681,Indo Cafe,-35.282347820489505,149.13242938661028,Indonesian Restaurant
Acton,-35.2852323,149.1129681,Civic Square,-35.28087626317752,149.13131837406482,Plaza
Acton,-35.2852323,149.1129681,Marble & Grain,-35.27493522790042,149.13102203772146,Steakhouse
Acton,-35.2852323,149.1129681,Coles,-35.278436232091586,149.13319502467346,Supermarket
Acton,-35.2852323,149.1129681,Telstra Tower,-35.27544619493867,149.09775411371794,Monument / Landmark
Acton,-35.2852323,149.1129681,P.J. O'Reilly's,-35.27846202913841,149.12794518777437,Irish Pub
Acton,-35.2852323,149.1129681,Tasuke Japanese Restaurant,-35.27871,149.13034,Japanese Restaurant
Acton,-35.2852323,149.1129681,Mama's Trattoria,-35.27863756536664,149.12782225263672,Italian Restaurant
Acton,-35.2852323,149.1129681,The Fellows Bar & Cafe,-35.28378140300602,149.11763629994482,Bar
Acton,-35.2852323,149.1129681,Canberra City YHA,-35.281689776063935,149.13243557615266,Hostel
Acton,-35.2852323,149.1129681,Mad Mex,-35.280294942294695,149.13315918081096,Mexican Restaurant
Acton,-35.2852323,149.1129681,Parlour Wine Room,-35.28493161306468,149.12390649318695,Wine Bar
Acton,-35.2852323,149.1129681,Canberra Centre,-35.280422043016216,149.13281673367982,Shopping Mall
Acton,-35.2852323,149.1129681,Zambrero,-35.278651039056754,149.1304934266133,Mexican Restaurant
Acton,-35.2852323,149.1129681,Lower Ground Food Court,-35.28029911545272,149.13319905640898,Food Court
Acton,-35.2852323,149.1129681,The Yacht Club,-35.29908976190821,149.11734845035758,Sports Club
Acton,-35.2852323,149.1129681,Crowne Plaza,-35.28282802402581,149.13474177906807,Hotel
Acton,-35.2852323,149.1129681,Asian Noodle House,-35.2787661205969,149.1289465111186,Noodle House
Acton,-35.2852323,149.1129681,IGA X-press East Row,-35.27891931311467,149.1305960994727,Supermarket
Acton,-35.2852323,149.1129681,Cube Nightclub,-35.27980418718739,149.13115692544412,Gay Bar
Acton,-35.2852323,149.1129681,Beach Burrito Company,-35.27913886441654,149.13179478517173,Mexican Restaurant
Ainslie,-35.2621952,149.14788,IGA Ainslie,-35.262120665121294,149.14524482880975,Grocery Store
Ainslie,-35.2621952,149.14788,Edgar's,-35.26252392314094,149.14515411002654,Pub
Ainslie,-35.2621952,149.14788,Mount Ainslie,-35.27043295989818,149.15794262063386,Mountain
Ainslie,-35.2621952,149.14788,Highroad,-35.251169,149.136389,Café
Ainslie,-35.2621952,149.14788,Bentspoke Brewing Co.,-35.27315667697741,149.13184981936868,Brewery
Ainslie,-35.2621952,149.14788,Kimchi,-35.249685513135006,149.13653433322904,Korean Restaurant
Ainslie,-35.2621952,149.14788,Eightysix,-35.27319790752534,149.13318961858747,Australian Restaurant
Ainslie,-35.2621952,149.14788,Sage Dining Rooms,-35.27772860442209,149.1375916045142,Molecular Gastronomy Restaurant
Ainslie,-35.2621952,149.14788,Rye,-35.27468,149.13233,Café
Ainslie,-35.2621952,149.14788,Eighty/Twenty,-35.273453593496264,149.13303813992277,Café
Ainslie,-35.2621952,149.14788,Frugii Dessert Laboratory,-35.271822259100276,149.133105358948,Ice Cream Shop
Ainslie,-35.2621952,149.14788,Ruby Chinese Restaurant,-35.25036309493272,149.13664802417875,Chinese Restaurant
Ainslie,-35.2621952,149.14788,Dickson Asian Noodle House,-35.25032465458107,149.13653701543808,Asian Restaurant
Ainslie,-35.2621952,149.14788,Black Fire,-35.27295,149.13171,Mediterranean Restaurant
Ainslie,-35.2621952,149.14788,Phở Phú Quốc,-35.25114756699482,149.1367893614903,Vietnamese Restaurant
Ainslie,-35.2621952,149.14788,Lazy Su,-35.27468,149.13233,Asian Restaurant
Ainslie,-35.2621952,149.14788,Barrio Collective Coffee,-35.27167885398807,149.1330738866158,Coffee Shop
Ainslie,-35.2621952,149.14788,Good Brother,-35.249498,149.136088,Café
Ainslie,-35.2621952,149.14788,The Tradies,-35.251052318600145,149.13797199726105,Social Club
Ainslie,-35.2621952,149.14788,Two Sisters,-35.24996,149.13749,Thai Restaurant
Ainslie,-35.2621952,149.14788,Au Lac Vegan Cuisine,-35.249980374223576,149.1368840223535,Vegetarian / Vegan Restaurant
Ainslie,-35.2621952,149.14788,Subway,-35.24952,149.1369,Sandwich Place
Ainslie,-35.2621952,149.14788,Elemental,-35.27187,149.13323,Café
Ainslie,-35.2621952,149.14788,Rasa Sayang Restaurant,-35.2499,149.13649,Asian Restaurant
Ainslie,-35.2621952,149.14788,Lonsdale Street Roasters,-35.27489919637271,149.13231169748747,Café
Ainslie,-35.2621952,149.14788,Tak Kee Roast Inn,-35.250692640033606,149.136703312397,Chinese Restaurant
Ainslie,-35.2621952,149.14788,Trev's @ Dickson,-35.24985931210762,149.13560371640827,Café
Ainslie,-35.2621952,149.14788,Ainslie Football Club,-35.2614578627012,149.1387696552352,Sports Club
Ainslie,-35.2621952,149.14788,Pizza Gusto,-35.27264911128513,149.13274862493807,Pizza Place
Ainslie,-35.2621952,149.14788,The Ainslie Takeaway,-35.262353865225336,149.1452032327652,Fish & Chips Shop
Ainslie,-35.2621952,149.14788,Pacific Suites Canberra,-35.272,149.13067,Hotel
Ainslie,-35.2621952,149.14788,1st Choice Liquor Superstore,-35.271570212876505,149.13187542767716,Liquor Store
Ainslie,-35.2621952,149.14788,ibis Styles Canberra Tall Trees,-35.2580028034737,149.14346815636907,Hotel
Ainslie,-35.2621952,149.14788,Lonsdale Street Cafe,-35.27262856366101,149.13255125284195,Café
Ainslie,-35.2621952,149.14788,Sfoglia,-35.249511141884255,149.1366627023959,Café
Ainslie,-35.2621952,149.14788,Mercure Canberra,-35.275814195843594,149.1427721991208,Hotel
Ainslie,-35.2621952,149.14788,Dickson Dumpling House,-35.251364,149.136307,Dumpling Restaurant
Ainslie,-35.2621952,149.14788,KFC,-35.2497177525892,149.1375130407448,Fast Food Restaurant
Ainslie,-35.2621952,149.14788,Rex Hotel,-35.26701160065174,149.13171646170187,Hotel
Ainslie,-35.2621952,149.14788,Marion Mahony Griffin View,-35.27039918060566,149.15798187712426,Scenic Lookout
Ainslie,-35.2621952,149.14788,Pavilion on Northbourne,-35.25883081156644,149.13293771939604,Hotel
Ainslie,-35.2621952,149.14788,The Scholar Chinese Seafood Restaurant,-35.25044923157528,149.13657973257995,Chinese Restaurant
Ainslie,-35.2621952,149.14788,Dickson Aquatic Centre,-35.2504367172866,149.14117581341216,Pool
Ainslie,-35.2621952,149.14788,MK's Tea House,-35.250471943198626,149.1396616625579,Vietnamese Restaurant
Ainslie,-35.2621952,149.14788,Saigon Asian Grocery,-35.2504574470094,149.1392433643341,Grocery Store
Ainslie,-35.2621952,149.14788,My Rainbow Dreams,-35.25029897547594,149.13958962176733,Vegetarian / Vegan Restaurant
Ainslie,-35.2621952,149.14788,Bakers Delight,-35.249969353594594,149.1394418478012,Bakery
Ainslie,-35.2621952,149.14788,Olims Bar & Bistro,-35.275627160227295,149.14290205888568,Bistro
Ainslie,-35.2621952,149.14788,Dickson Newsagency,-35.25000384102958,149.13879815077067,Newsstand
Ainslie,-35.2621952,149.14788,Courtyard Restaurant,-35.27582081453385,149.14266157208175,Australian Restaurant
Ainslie,-35.2621952,149.14788,BWS,-35.25005196855018,149.13866660229766,Liquor Store
Ainslie,-35.2621952,149.14788,BWS,-35.25004377775226,149.13752770047992,Liquor Store
Ainslie,-35.2621952,149.14788,Kokoda Trail,-35.275528,149.156065,Trail
Ainslie,-35.2621952,149.14788,Taj Agra,-35.25013,149.13646,Indian Restaurant
Ainslie,-35.2621952,149.14788,Noodle Choice,-35.249581599573176,149.13736020255163,Noodle House
Ainslie,-35.2621952,149.14788,Jimmy's Place,-35.24956661952356,149.13689823409507,Chinese Restaurant
Ainslie,-35.2621952,149.14788,Laneway Espresso,-35.249526,149.137301,Coffee Shop
Ainslie,-35.2621952,149.14788,Mega Asian Supermarket,-35.24964789178738,149.13699264573165,Grocery Store
Ainslie,-35.2621952,149.14788,Kagawa Japanese Cusine,-35.24974,149.13652,Japanese Restaurant
Ainslie,-35.2621952,149.14788,Shell,-35.24907266,149.13748011,Gas Station
Ainslie,-35.2621952,149.14788,Remembrance Nature Park,-35.27961,149.15182,Nature Preserve
Amaroo,-35.169587,149.1280212,IGA Ngunnawal Platypus,-35.1741775098407,149.1199887001853,Grocery Store
Amaroo,-35.169587,149.1280212,Early Doors Cafe,-35.18498558744206,149.13530588150024,Café
Amaroo,-35.169587,149.1280212,Cold Rock Ice Creamery,-35.185773340088105,149.1361607994691,Ice Cream Shop
Amaroo,-35.169587,149.1280212,Bunnings Warehouse,-35.18387131249796,149.13031391868952,Hardware Store
Amaroo,-35.169587,149.1280212,Subway,-35.18543014693335,149.13432368688197,Sandwich Place
Amaroo,-35.169587,149.1280212,Ginger & Spice,-35.185453831094655,149.13521468639374,Asian Restaurant
Amaroo,-35.169587,149.1280212,da Nunzio Caffe Bar & Ristorante,-35.17654,149.13395,Italian Restaurant
Amaroo,-35.169587,149.1280212,Coles Express,-35.18361,149.12638,Convenience Store
Amaroo,-35.169587,149.1280212,This Cafe,-35.18450864519346,149.13008093833923,Café
Amaroo,-35.169587,149.1280212,Kmart,-35.184708,149.1334,Department Store
Amaroo,-35.169587,149.1280212,Kokoro,-35.18611238549121,149.13509666919708,Japanese Restaurant
Amaroo,-35.169587,149.1280212,Woolworths,-35.16144842170594,149.13911650581647,Supermarket
Amaroo,-35.169587,149.1280212,Coles,-35.18588683922549,149.13585681416208,Supermarket
Amaroo,-35.169587,149.1280212,Hungry Jack's,-35.183512081599375,149.12670401640636,Fast Food Restaurant
Amaroo,-35.169587,149.1280212,Siren Bar & Restaurant,-35.18328558626071,149.13263251656377,Bar
Amaroo,-35.169587,149.1280212,The Coffee Club,-35.185456576248164,149.13353950162235,Coffee Shop
Amaroo,-35.169587,149.1280212,The Raiders Club,-35.18500332488582,149.1322625179938,Social Club
Amaroo,-35.169587,149.1280212,Marketplace Gungahlin,-35.18532814465609,149.13358356570618,Shopping Mall
Amaroo,-35.169587,149.1280212,KFC,-35.18411661111423,149.13240909576416,Fast Food Restaurant
Amaroo,-35.169587,149.1280212,Yerrabi Pond,-35.17611492872312,149.13047790527344,Lake
Amaroo,-35.169587,149.1280212,Woolworths,-35.184778647362876,149.13411498069763,Supermarket
Amaroo,-35.169587,149.1280212,Mirchi Indian Cuisine,-35.17444421231745,149.11995940477988,Indian Restaurant
Amaroo,-35.169587,149.1280212,Insadong Waterfront Korean Restaurant,-35.17559,149.13566,Korean Restaurant
Amaroo,-35.169587,149.1280212,Saffron Room,-35.17682819279145,149.13495167198292,Persian Restaurant
Amaroo,-35.169587,149.1280212,McDonald's,-35.18375381815275,149.13234015449325,Fast Food Restaurant
Amaroo,-35.169587,149.1280212,Yerrabi Pond Playground,-35.17910678204809,149.13099878355808,Playground
Amaroo,-35.169587,149.1280212,Frankie's at Forde,-35.17142,149.14259,Café
Amaroo,-35.169587,149.1280212,Forde Shops,-35.17175601338332,149.1426559647059,Shopping Plaza
Amaroo,-35.169587,149.1280212,Bonner Shops,-35.16140864595865,149.13905024528503,Shopping Plaza
Amaroo,-35.169587,149.1280212,Coffee Guru,-35.161126140648385,149.13901805877686,Café
Amaroo,-35.169587,149.1280212,His Grace Care,-35.1557302,149.1228796,Business Service
Amaroo,-35.169587,149.1280212,Mulligan's Flat Nature Reserve,-35.16612242991865,149.14549332953948,Nature Preserve
Amaroo,-35.169587,149.1280212,Big W,-35.186003,149.133317,Department Store
Amaroo,-35.169587,149.1280212,Oporto,-35.18515071785847,149.13250638184783,Fast Food Restaurant
Amaroo,-35.169587,149.1280212,Priceline Pharmacy,-35.18557659117047,149.1363787651062,Pharmacy
Amaroo,-35.169587,149.1280212,Wokitup!,-35.18596423394273,149.1352093219757,Noodle House
Amaroo,-35.169587,149.1280212,Vodafone,-35.185953638815285,149.1356921195984,Mobile Phone Shop
Amaroo,-35.169587,149.1280212,Donut King,-35.186171,149.136205,Donut Shop
Aranda,-35.2580548,149.0804262,Two Before Ten,-35.25640563585717,149.07870243938441,Café
Aranda,-35.2580548,149.0804262,Ricardo's Cafe,-35.25320164339352,149.07126975019636,Café
Aranda,-35.2580548,149.0804262,Canberra International Sports and Aquatic Centre,-35.24199333447113,149.07452702522278,Gym
Aranda,-35.2580548,149.0804262,Club Lime CISAC,-35.2417449,149.0748138,Gym
Aranda,-35.2580548,149.0804262,Little Oink,-35.259298005143535,149.0635397061744,Café
Aranda,-35.2580548,149.0804262,Coles,-35.25301910017241,149.07140355992618,Supermarket
Aranda,-35.2580548,149.0804262,Belconnen Fresh Food Markets,-35.24570671502741,149.06548261642456,Market
Aranda,-35.2580548,149.0804262,Knead Patisserie,-35.2457510834518,149.06510573157323,Bakery
Aranda,-35.2580548,149.0804262,Southern Cross Club,-35.252262656856225,149.06945192800845,Social Club
Aranda,-35.2580548,149.0804262,Petbarn,-35.24589948049945,149.06580448150635,Pet Store
Aranda,-35.2580548,149.0804262,BP,-35.25310643,149.07321855,Gas Station
Aranda,-35.2580548,149.0804262,Dumpling Inn,-35.252301358702226,149.073684933767,Chinese Restaurant
Aranda,-35.2580548,149.0804262,Turkish Pide House,-35.25234,149.07345,Turkish Restaurant
Aranda,-35.2580548,149.0804262,Salvos Store,-35.252475137237894,149.07298743724823,Thrift / Vintage Store
Aranda,-35.2580548,149.0804262,Aranda Bushland Nature Reserve,-35.26619168856439,149.08360362052917,Nature Preserve
Aranda,-35.2580548,149.0804262,Jamison Plaza News,-35.252987934253525,149.07145716451777,Newsstand
Aranda,-35.2580548,149.0804262,ALDI,-35.25313678930002,149.07105324102648,Supermarket
Aranda,-35.2580548,149.0804262,Zambrero,-35.25321984821545,149.07066732645035,Mexican Restaurant
Aranda,-35.2580548,149.0804262,Jamison Take-Away,-35.25310947676384,149.07072882646054,Burger Joint
Aranda,-35.2580548,149.0804262,Liquorland,-35.25277046688846,149.07057881355286,Liquor Store
Aranda,-35.2580548,149.0804262,Big Splash Waterpark,-35.25130153454491,149.06897476095085,Water Park
Aranda,-35.2580548,149.0804262,Belconnen Tennis Club,-35.24973860022807,149.07037016560318,Sports Club
Aranda,-35.2580548,149.0804262,Ramada Encore,-35.24560246247475,149.06727157502428,Hotel
Aranda,-35.2580548,149.0804262,The Big Owl,-35.247281,149.0675,Outdoor Sculpture
Aranda,-35.2580548,149.0804262,To All My Friends,-35.2590857,149.0634447,Bar
Aranda,-35.2580548,149.0804262,The Cook Grocer,-35.259188240510966,149.06324297189713,Grocery Store
Aranda,-35.2580548,149.0804262,Canberra City Gymnastics Club,-35.242577547772214,149.0713284647905,Gym
Aranda,-35.2580548,149.0804262,Book Passion,-35.24575928747433,149.06537532806396,Bookstore
Aranda,-35.2580548,149.0804262,Grower's Express,-35.24529995593115,149.06498477630777,Fruit & Vegetable Store
Banks,-35.4718891,149.0996568,IGA,-35.4723936759537,149.09549199168757,Grocery Store
Banks,-35.4718891,149.0996568,Subway,-35.45738389323976,149.0925040846916,Sandwich Place
Banks,-35.4718891,149.0996568,Woolworths,-35.45754963055431,149.0924138319354,Supermarket
Banks,-35.4718891,149.0996568,Red Rock Bistro,-35.460199876049856,149.0939462184906,Bistro
Banks,-35.4718891,149.0996568,Kingsley's Chicken,-35.45776,149.09334,Fried Chicken Joint
Banks,-35.4718891,149.0996568,Crust Gourmet Pizza Bar,-35.45745,149.094024,Pizza Place
Banks,-35.4718891,149.0996568,Good Games,-35.457443,149.093733,Toy / Game Store
Banks,-35.4718891,149.0996568,ALDI,-35.45668933573117,149.09363508224487,Supermarket
Banks,-35.4718891,149.0996568,Conder Takeaway,-35.45688129234711,149.09225040305657,Fast Food Restaurant
Barton,-35.3072631,149.1404986,Ottoman Cuisine,-35.305614659237335,149.1367035497214,Turkish Restaurant
Barton,-35.3072631,149.1404986,National Gallery of Australia,-35.30048622582243,149.1366684436798,Art Gallery
Barton,-35.3072631,149.1404986,National Portrait Gallery,-35.299609970831774,149.13445228020268,Art Gallery
Barton,-35.3072631,149.1404986,Skyspace by James Turrell (2010),-35.30095243950293,149.13614597393484,Public Art
Barton,-35.3072631,149.1404986,Portia's Place,-35.31621,149.14053,Chinese Restaurant
Barton,-35.3072631,149.1404986,Ostani,-35.31150859193577,149.13353323347587,Hotel Bar
Barton,-35.3072631,149.1404986,LiloTang,-35.31195,149.13381,Japanese Restaurant
Barton,-35.3072631,149.1404986,National Archives of Australia,-35.30463725550837,149.13100439040193,History Museum
Barton,-35.3072631,149.1404986,Museum of Australian Democracy,-35.30205781519157,149.12992788108176,History Museum
Barton,-35.3072631,149.1404986,Little Bird,-35.30625,149.13544,Café
Barton,-35.3072631,149.1404986,The Dock,-35.3126655,149.1464063,Gastropub
Barton,-35.3072631,149.1404986,Canberra Glassworks,-35.31174147862848,149.14386749267578,Art Gallery
Barton,-35.3072631,149.1404986,Questacon,-35.298370835764125,149.13153372029538,Science Museum
Barton,-35.3072631,149.1404986,Teddy Picker's,-35.291172,149.14462,Café
Barton,-35.3072631,149.1404986,Jewel of India,-35.32086665,149.1327329625,Indian Restaurant
Barton,-35.3072631,149.1404986,Grill'd,-35.31972618307047,149.13264603213406,Burger Joint
Barton,-35.3072631,149.1404986,Portrait Cafe,-35.299561623148605,149.13448433188117,Café
Barton,-35.3072631,149.1404986,Abell's Kopi Tiam,-35.319294,149.132155,Malay Restaurant
Barton,-35.3072631,149.1404986,East Hotel,-35.31926465,149.1372171,Hotel
Barton,-35.3072631,149.1404986,Paperchain Bookstore,-35.31994,149.13269,Bookstore
Barton,-35.3072631,149.1404986,Penny University,-35.316282983080626,149.14048115733803,Café
Barton,-35.3072631,149.1404986,Old Bus Depot Markets,-35.312106148679106,149.1439737050532,Market
Barton,-35.3072631,149.1404986,Sculpture Garden,-35.29999763642567,149.13764307306133,Sculpture Garden
Barton,-35.3072631,149.1404986,Ginseng,-35.32064,149.1334,Cantonese Restaurant
Barton,-35.3072631,149.1404986,Old Parliament House Gardens,-35.30328997048219,149.13100361824036,Garden
Barton,-35.3072631,149.1404986,Baan Latsamy,-35.320823972026915,149.13351628218408,Thai Restaurant
Barton,-35.3072631,149.1404986,Local Press,-35.31242076102044,149.14662898498645,Café
Barton,-35.3072631,149.1404986,National Library of Australia,-35.296504,149.129522,Library
Barton,-35.3072631,149.1404986,The Pedlar,-35.29117,149.14462,Pub
Barton,-35.3072631,149.1404986,National Carillon,-35.298589,149.141716,Monument / Landmark
Barton,-35.3072631,149.1404986,Old Parliament House,-35.30206441590403,149.12992929525936,Historic Site
Barton,-35.3072631,149.1404986,Lennox Gardens,-35.297837369036536,149.12275700001138,Park
Barton,-35.3072631,149.1404986,NGA Gallery Cafe,-35.29994197351663,149.13657444897248,Café
Barton,-35.3072631,149.1404986,Burbury Hotel & Apartments,-35.31174676797958,149.1339164972305,Hotel
Barton,-35.3072631,149.1404986,Urban Pantry,-35.320831,149.132336,Café
Barton,-35.3072631,149.1404986,The Boat House,-35.30439004997447,149.15045938532614,Restaurant
Barton,-35.3072631,149.1404986,Hyatt Hotel Canberra - A Park Hyatt Hotel,-35.29927454265325,149.12431560779368,Hotel
Barton,-35.3072631,149.1404986,Little National,-35.31096670618366,149.13179872880124,Hotel
Barton,-35.3072631,149.1404986,Hotel Realm,-35.311591971654735,149.1334834570144,Hotel
Barton,-35.3072631,149.1404986,La Capanna,-35.31579,149.14042,Italian Restaurant
Barton,-35.3072631,149.1404986,Pâtissez,-35.32060607075201,149.13244658595735,Dessert Shop
Barton,-35.3072631,149.1404986,Maple + Clove,-35.31238712680521,149.13345957541011,Café
Barton,-35.3072631,149.1404986,Hideout,-35.30674807589343,149.13367327712635,Coffee Shop
Barton,-35.3072631,149.1404986,Kingston Foreshore,-35.312936518526875,149.14633512496948,Waterfront
Barton,-35.3072631,149.1404986,Subway,-35.320898,149.133217,Sandwich Place
